year,level_1,level_2,value
1991,Male Employed Residents,40 - 44 Years,108.4
1991,Male Employed Residents,45 - 49 Years,63.1
1991,Male Employed Residents,50 - 54 Years,61.7
1991,Male Employed Residents,55 - 59 Years,37.8
1991,Male Employed Residents,60 - 64 Years,21
1991,Male Employed Residents,65 Years & Over,14.2
1991,Male Unemployed Residents,15 - 19 Years,1.3
1991,Male Unemployed Residents,20 - 24 Years,3
1991,Male Unemployed Residents,25 - 29 Years,3.5
1991,Male Unemployed Residents,30 - 34 Years,2.5
1991,Male Unemployed Residents,35 - 39 Years,1.9
1991,Male Unemployed Residents,40 - 44 Years,1.9
1991,Male Unemployed Residents,45 - 49 Years,1
1991,Male Unemployed Residents,50 - 54 Years,1.4
1991,Male Unemployed Residents,55 - 59 Years,0.4
1991,Male Unemployed Residents,60 - 64 Years,0.3
1991,Male Unemployed Residents,65 Years & Over,0.1
1991,Male Residents Outside The Labour Force,15 - 19 Years,86
1991,Male Residents Outside The Labour Force,20 - 24 Years,21.5
1991,Male Residents Outside The Labour Force,25 - 29 Years,4.3
1991,Male Residents Outside The Labour Force,30 - 34 Years,1.8
1991,Male Residents Outside The Labour Force,35 - 39 Years,1.2
1991,Male Residents Outside The Labour Force,40 - 44 Years,1.7
1991,Male Residents Outside The Labour Force,45 - 49 Years,2.3
1991,Male Residents Outside The Labour Force,50 - 54 Years,5.2
1991,Male Residents Outside The Labour Force,55 - 59 Years,15.8
1991,Male Residents Outside The Labour Force,60 - 64 Years,24.2
1991,Male Residents Outside The Labour Force,65 Years & Over,57.4
1992,Male Residents In The Labour Force,15 - 19 Years,34.1
1992,Male Residents In The Labour Force,20 - 24 Years,98.5
1992,Male Residents In The Labour Force,25 - 29 Years,132.6
1992,Male Residents In The Labour Force,30 - 34 Years,147
1992,Male Residents In The Labour Force,35 - 39 Years,130.3
1992,Male Residents In The Labour Force,40 - 44 Years,113.5
1992,Male Residents In The Labour Force,45 - 49 Years,73.7
1992,Male Residents In The Labour Force,50 - 54 Years,63.6
1992,Male Residents In The Labour Force,55 - 59 Years,38.8
1992,Male Residents In The Labour Force,60 - 64 Years,22.5
1992,Male Residents In The Labour Force,65 Years & Over,17.2
1992,Male Employed Residents,15 - 19 Years,32.7
1992,Male Employed Residents,20 - 24 Years,93.5
1992,Male Employed Residents,25 - 29 Years,127.7
1992,Male Employed Residents,30 - 34 Years,143.4
1992,Male Employed Residents,35 - 39 Years,127.6
1992,Male Employed Residents,40 - 44 Years,111.1
1992,Male Employed Residents,45 - 49 Years,71.7
1992,Male Employed Residents,50 - 54 Years,62.2
1992,Male Employed Residents,55 - 59 Years,38.2
1992,Male Employed Residents,60 - 64 Years,22.2
1992,Male Employed Residents,65 Years & Over,17.1
1992,Male Unemployed Residents,15 - 19 Years,1.4
1992,Male Unemployed Residents,20 - 24 Years,4.9
1992,Male Unemployed Residents,25 - 29 Years,5
1992,Male Unemployed Residents,30 - 34 Years,3.6
1992,Male Unemployed Residents,35 - 39 Years,2.7
1992,Male Unemployed Residents,40 - 44 Years,2.4
1992,Male Unemployed Residents,45 - 49 Years,2
1992,Male Unemployed Residents,50 - 54 Years,1.4
1992,Male Unemployed Residents,55 - 59 Years,0.6
1992,Male Unemployed Residents,60 - 64 Years,0.2
1992,Male Unemployed Residents,65 Years & Over,0.1
1992,Male Residents Outside The Labour Force,15 - 19 Years,85.2
1992,Male Residents Outside The Labour Force,20 - 24 Years,23.1
1992,Male Residents Outside The Labour Force,25 - 29 Years,4.1
1992,Male Residents Outside The Labour Force,30 - 34 Years,2
1992,Male Residents Outside The Labour Force,35 - 39 Years,2
1992,Male Residents Outside The Labour Force,40 - 44 Years,2
1992,Male Residents Outside The Labour Force,45 - 49 Years,3
1992,Male Residents Outside The Labour Force,50 - 54 Years,7.7
1992,Male Residents Outside The Labour Force,55 - 59 Years,15.9
1992,Male Residents Outside The Labour Force,60 - 64 Years,23.4
1992,Male Residents Outside The Labour Force,65 Years & Over,58.1
1993,Male Residents In The Labour Force,15 - 19 Years,27.8
1993,Male Residents In The Labour Force,20 - 24 Years,101.1
1993,Male Residents In The Labour Force,25 - 29 Years,126.1
1993,Male Residents In The Labour Force,30 - 34 Years,137.4
1993,Male Residents In The Labour Force,35 - 39 Years,136.8
1993,Male Residents In The Labour Force,40 - 44 Years,123.5
1993,Male Residents In The Labour Force,45 - 49 Years,85.8
1993,Male Residents In The Labour Force,50 - 54 Years,63.7
1993,Male Residents In The Labour Force,55 - 59 Years,39.5
1993,Male Residents In The Labour Force,60 - 64 Years,23.8
1993,Male Residents In The Labour Force,65 Years & Over,17.9
1993,Male Employed Residents,15 - 19 Years,26.7
1993,Male Employed Residents,20 - 24 Years,96
1993,Male Employed Residents,25 - 29 Years,121
1993,Male Employed Residents,30 - 34 Years,134.3
1993,Male Employed Residents,35 - 39 Years,133.9
1993,Male Employed Residents,40 - 44 Years,121.6
1993,Male Employed Residents,45 - 49 Years,84.3
1993,Male Employed Residents,50 - 54 Years,62.4
1993,Male Employed Residents,55 - 59 Years,38.8
1993,Male Employed Residents,60 - 64 Years,23.5
1993,Male Employed Residents,65 Years & Over,17.7
1993,Male Unemployed Residents,15 - 19 Years,1.2
1993,Male Unemployed Residents,20 - 24 Years,5.1
1993,Male Unemployed Residents,25 - 29 Years,5.1
1993,Male Unemployed Residents,30 - 34 Years,3.1
1993,Male Unemployed Residents,35 - 39 Years,2.9
1993,Male Unemployed Residents,40 - 44 Years,1.8
1993,Male Unemployed Residents,45 - 49 Years,1.5
1993,Male Unemployed Residents,50 - 54 Years,1.3
1993,Male Unemployed Residents,55 - 59 Years,0.7
1993,Male Unemployed Residents,60 - 64 Years,0.4
1993,Male Unemployed Residents,65 Years & Over,0.3
1993,Male Residents Outside The Labour Force,15 - 19 Years,88.6
1993,Male Residents Outside The Labour Force,20 - 24 Years,24.9
1993,Male Residents Outside The Labour Force,25 - 29 Years,5.3
1993,Male Residents Outside The Labour Force,30 - 34 Years,2.1
1993,Male Residents Outside The Labour Force,35 - 39 Years,2.2
1993,Male Residents Outside The Labour Force,40 - 44 Years,2.3
1993,Male Residents Outside The Labour Force,45 - 49 Years,2.9
1993,Male Residents Outside The Labour Force,50 - 54 Years,6.9
1993,Male Residents Outside The Labour Force,55 - 59 Years,15.6
1993,Male Residents Outside The Labour Force,60 - 64 Years,23.4
1993,Male Residents Outside The Labour Force,65 Years & Over,63.5
1994,Male Residents In The Labour Force,15 - 19 Years,25.3
1994,Male Residents In The Labour Force,20 - 24 Years,96.5
1994,Male Residents In The Labour Force,25 - 29 Years,124.1
1994,Male Residents In The Labour Force,30 - 34 Years,141.2
1994,Male Residents In The Labour Force,35 - 39 Years,144.6
1994,Male Residents In The Labour Force,40 - 44 Years,123.4
1994,Male Residents In The Labour Force,45 - 49 Years,93.5
1994,Male Residents In The Labour Force,50 - 54 Years,63.7
1994,Male Residents In The Labour Force,55 - 59 Years,42.9
1994,Male Residents In The Labour Force,60 - 64 Years,23.4
1994,Male Residents In The Labour Force,65 Years & Over,19.5
1994,Male Employed Residents,15 - 19 Years,24.1
1994,Male Employed Residents,20 - 24 Years,91.6
1994,Male Employed Residents,25 - 29 Years,119.3
1994,Male Employed Residents,30 - 34 Years,138.5
1994,Male Employed Residents,35 - 39 Years,141.8
1994,Male Employed Residents,40 - 44 Years,121.3
1994,Male Employed Residents,45 - 49 Years,91.8
1994,Male Employed Residents,50 - 54 Years,62.6
1994,Male Employed Residents,55 - 59 Years,42.2
1994,Male Employed Residents,60 - 64 Years,23
1994,Male Employed Residents,65 Years & Over,19.4
1994,Male Unemployed Residents,15 - 19 Years,1.2
1994,Male Unemployed Residents,20 - 24 Years,5
1994,Male Unemployed Residents,25 - 29 Years,4.8
1994,Male Unemployed Residents,30 - 34 Years,2.7
1994,Male Unemployed Residents,35 - 39 Years,2.8
1994,Male Unemployed Residents,40 - 44 Years,2.1
1994,Male Unemployed Residents,45 - 49 Years,1.7
1994,Male Unemployed Residents,50 - 54 Years,1.1
1994,Male Unemployed Residents,55 - 59 Years,0.7
1994,Male Unemployed Residents,60 - 64 Years,0.4
1994,Male Unemployed Residents,65 Years & Over,0.1
1994,Male Residents Outside The Labour Force,15 - 19 Years,87
1994,Male Residents Outside The Labour Force,20 - 24 Years,27.2
1994,Male Residents Outside The Labour Force,25 - 29 Years,5.1
1994,Male Residents Outside The Labour Force,30 - 34 Years,2.4
1994,Male Residents Outside The Labour Force,35 - 39 Years,1.8
1994,Male Residents Outside The Labour Force,40 - 44 Years,1.6
1994,Male Residents Outside The Labour Force,45 - 49 Years,2.8
1994,Male Residents Outside The Labour Force,50 - 54 Years,6.2
1994,Male Residents Outside The Labour Force,55 - 59 Years,14.7
1994,Male Residents Outside The Labour Force,60 - 64 Years,24.3
1994,Male Residents Outside The Labour Force,65 Years & Over,62.3
1995,Male Residents In The Labour Force,15 - 19 Years,20.2
1995,Male Residents In The Labour Force,20 - 24 Years,88.6
1995,Male Residents In The Labour Force,25 - 29 Years,114.3
1995,Male Residents In The Labour Force,30 - 34 Years,140.3
1995,Male Residents In The Labour Force,35 - 39 Years,148.2
1995,Male Residents In The Labour Force,40 - 44 Years,130.8
1995,Male Residents In The Labour Force,45 - 49 Years,101.3
1995,Male Residents In The Labour Force,50 - 54 Years,59.9
1995,Male Residents In The Labour Force,55 - 59 Years,43.4
1995,Male Residents In The Labour Force,60 - 64 Years,21.9
1995,Male Residents In The Labour Force,65 Years & Over,16.7
1995,Male Employed Residents,15 - 19 Years,19.3
1995,Male Employed Residents,20 - 24 Years,83.4
1995,Male Employed Residents,25 - 29 Years,109.3
1995,Male Employed Residents,30 - 34 Years,135.8
1995,Male Employed Residents,35 - 39 Years,144.6
1995,Male Employed Residents,40 - 44 Years,127.8
1995,Male Employed Residents,45 - 49 Years,98.8
1995,Male Employed Residents,50 - 54 Years,58.7
1995,Male Employed Residents,55 - 59 Years,42.5
1995,Male Employed Residents,60 - 64 Years,21.8
1995,Male Employed Residents,65 Years & Over,16.6
1995,Male Unemployed Residents,15 - 19 Years,0.9
1995,Male Unemployed Residents,20 - 24 Years,5.2
1995,Male Unemployed Residents,25 - 29 Years,5
1995,Male Unemployed Residents,30 - 34 Years,4.5
1995,Male Unemployed Residents,35 - 39 Years,3.7
1995,Male Unemployed Residents,40 - 44 Years,3
1995,Male Unemployed Residents,45 - 49 Years,2.5
1995,Male Unemployed Residents,50 - 54 Years,1.2
1995,Male Unemployed Residents,55 - 59 Years,0.9
1995,Male Unemployed Residents,60 - 64 Years,0.2
1995,Male Unemployed Residents,65 Years & Over,0.1
1995,Male Residents Outside The Labour Force,15 - 19 Years,88.6
1995,Male Residents Outside The Labour Force,20 - 24 Years,29.8
1995,Male Residents Outside The Labour Force,25 - 29 Years,6.7
1995,Male Residents Outside The Labour Force,30 - 34 Years,4.2
1995,Male Residents Outside The Labour Force,35 - 39 Years,3.5
1995,Male Residents Outside The Labour Force,40 - 44 Years,3.3
1995,Male Residents Outside The Labour Force,45 - 49 Years,3.9
1995,Male Residents Outside The Labour Force,50 - 54 Years,6.7
1995,Male Residents Outside The Labour Force,55 - 59 Years,16.8
1995,Male Residents Outside The Labour Force,60 - 64 Years,25.5
1995,Male Residents Outside The Labour Force,65 Years & Over,72
1996,Male Residents In The Labour Force,15 - 19 Years,24.1
1996,Male Residents In The Labour Force,20 - 24 Years,82.2
1996,Male Residents In The Labour Force,25 - 29 Years,110.7
1996,Male Residents In The Labour Force,30 - 34 Years,142.5
1996,Male Residents In The Labour Force,35 - 39 Years,151.3
1996,Male Residents In The Labour Force,40 - 44 Years,138
1996,Male Residents In The Labour Force,45 - 49 Years,115.1
1996,Male Residents In The Labour Force,50 - 54 Years,60.4
1996,Male Residents In The Labour Force,55 - 59 Years,49.2
1996,Male Residents In The Labour Force,60 - 64 Years,23
1996,Male Residents In The Labour Force,65 Years & Over,20.2
1996,Male Employed Residents,15 - 19 Years,23
1996,Male Employed Residents,20 - 24 Years,77.2
1996,Male Employed Residents,25 - 29 Years,106.3
1996,Male Employed Residents,30 - 34 Years,139.3
1996,Male Employed Residents,35 - 39 Years,147.8
1996,Male Employed Residents,40 - 44 Years,134.7
1996,Male Employed Residents,45 - 49 Years,112.6
1996,Male Employed Residents,50 - 54 Years,58.9
1996,Male Employed Residents,55 - 59 Years,47.8
1996,Male Employed Residents,60 - 64 Years,22.3
1996,Male Employed Residents,65 Years & Over,19.8
1996,Male Unemployed Residents,15 - 19 Years,1.1
1996,Male Unemployed Residents,20 - 24 Years,5
1996,Male Unemployed Residents,25 - 29 Years,4.5
1996,Male Unemployed Residents,30 - 34 Years,3.2
1996,Male Unemployed Residents,35 - 39 Years,3.4
1996,Male Unemployed Residents,40 - 44 Years,3.2
1996,Male Unemployed Residents,45 - 49 Years,2.5
1996,Male Unemployed Residents,50 - 54 Years,1.5
1996,Male Unemployed Residents,55 - 59 Years,1.3
1996,Male Unemployed Residents,60 - 64 Years,0.7
1996,Male Unemployed Residents,65 Years & Over,0.3
1996,Male Residents Outside The Labour Force,15 - 19 Years,88.3
1996,Male Residents Outside The Labour Force,20 - 24 Years,28.6
1996,Male Residents Outside The Labour Force,25 - 29 Years,4.1
1996,Male Residents Outside The Labour Force,30 - 34 Years,2.4
1996,Male Residents Outside The Labour Force,35 - 39 Years,2.7
1996,Male Residents Outside The Labour Force,40 - 44 Years,2.5
1996,Male Residents Outside The Labour Force,45 - 49 Years,3.8
1996,Male Residents Outside The Labour Force,50 - 54 Years,5.8
1996,Male Residents Outside The Labour Force,55 - 59 Years,14.4
1996,Male Residents Outside The Labour Force,60 - 64 Years,24.1
1996,Male Residents Outside The Labour Force,65 Years & Over,71.7
1997,Male Residents In The Labour Force,15 - 19 Years,18.5
1997,Male Residents In The Labour Force,20 - 24 Years,82.7
1997,Male Residents In The Labour Force,25 - 29 Years,116.2
1997,Male Residents In The Labour Force,30 - 34 Years,141.8
1997,Male Residents In The Labour Force,35 - 39 Years,149.8
1997,Male Residents In The Labour Force,40 - 44 Years,141
1997,Male Residents In The Labour Force,45 - 49 Years,119.8
1997,Male Residents In The Labour Force,50 - 54 Years,72.8
1997,Male Residents In The Labour Force,55 - 59 Years,49.2
1997,Male Residents In The Labour Force,60 - 64 Years,24.4
1997,Male Residents In The Labour Force,65 Years & Over,19.2
1997,Male Employed Residents,15 - 19 Years,18
1997,Male Employed Residents,20 - 24 Years,78.8
1997,Male Employed Residents,25 - 29 Years,112.4
1997,Male Employed Residents,30 - 34 Years,139
1997,Male Employed Residents,35 - 39 Years,147.3
1997,Male Employed Residents,40 - 44 Years,138
1997,Male Employed Residents,45 - 49 Years,117.5
1997,Male Employed Residents,50 - 54 Years,71
1997,Male Employed Residents,55 - 59 Years,48.1
1997,Male Employed Residents,60 - 64 Years,23.7
1997,Male Employed Residents,65 Years & Over,18.9
1997,Male Unemployed Residents,15 - 19 Years,0.6
1997,Male Unemployed Residents,20 - 24 Years,3.9
1997,Male Unemployed Residents,25 - 29 Years,3.8
1997,Male Unemployed Residents,30 - 34 Years,2.8
1997,Male Unemployed Residents,35 - 39 Years,2.5
1997,Male Unemployed Residents,40 - 44 Years,3
1997,Male Unemployed Residents,45 - 49 Years,2.3
1997,Male Unemployed Residents,50 - 54 Years,1.8
1997,Male Unemployed Residents,55 - 59 Years,1.1
1997,Male Unemployed Residents,60 - 64 Years,0.6
1997,Male Unemployed Residents,65 Years & Over,0.3
1997,Male Residents Outside The Labour Force,15 - 19 Years,92.8
1997,Male Residents Outside The Labour Force,20 - 24 Years,32.9
1997,Male Residents Outside The Labour Force,25 - 29 Years,6.3
1997,Male Residents Outside The Labour Force,30 - 34 Years,2.1
1997,Male Residents Outside The Labour Force,35 - 39 Years,2.5
1997,Male Residents Outside The Labour Force,40 - 44 Years,2.9
1997,Male Residents Outside The Labour Force,45 - 49 Years,3.8
1997,Male Residents Outside The Labour Force,50 - 54 Years,5.8
1997,Male Residents Outside The Labour Force,55 - 59 Years,15.5
1997,Male Residents Outside The Labour Force,60 - 64 Years,24.5
1997,Male Residents Outside The Labour Force,65 Years & Over,71.3
1998,Male Residents In The Labour Force,15 - 19 Years,17.7
1998,Male Residents In The Labour Force,20 - 24 Years,73.5
1998,Male Residents In The Labour Force,25 - 29 Years,110.9
1998,Male Residents In The Labour Force,30 - 34 Years,137.3
1998,Male Residents In The Labour Force,35 - 39 Years,152.3
1998,Male Residents In The Labour Force,40 - 44 Years,146.2
1998,Male Residents In The Labour Force,45 - 49 Years,123
1998,Male Residents In The Labour Force,50 - 54 Years,77.9
1998,Male Residents In The Labour Force,55 - 59 Years,50.3
1998,Male Residents In The Labour Force,60 - 64 Years,24.2
1998,Male Residents In The Labour Force,65 Years & Over,18.5
1998,Male Employed Residents,15 - 19 Years,17.1
1998,Male Employed Residents,20 - 24 Years,68.9
1998,Male Employed Residents,25 - 29 Years,106.1
1998,Male Employed Residents,30 - 34 Years,133.8
1998,Male Employed Residents,35 - 39 Years,148.3
1998,Male Employed Residents,40 - 44 Years,142.2
1998,Male Employed Residents,45 - 49 Years,119.1
1998,Male Employed Residents,50 - 54 Years,75.4
1998,Male Employed Residents,55 - 59 Years,48.7
1998,Male Employed Residents,60 - 64 Years,23.7
1998,Male Employed Residents,65 Years & Over,18.4
1998,Male Unemployed Residents,15 - 19 Years,0.6
1998,Male Unemployed Residents,20 - 24 Years,4.6
1998,Male Unemployed Residents,25 - 29 Years,4.8
1998,Male Unemployed Residents,30 - 34 Years,3.4
1998,Male Unemployed Residents,35 - 39 Years,4
1998,Male Unemployed Residents,40 - 44 Years,4
1998,Male Unemployed Residents,45 - 49 Years,3.8
1998,Male Unemployed Residents,50 - 54 Years,2.5
1998,Male Unemployed Residents,55 - 59 Years,1.6
1998,Male Unemployed Residents,60 - 64 Years,0.5
1998,Male Unemployed Residents,65 Years & Over,0.2
1998,Male Residents Outside The Labour Force,15 - 19 Years,94.6
1998,Male Residents Outside The Labour Force,20 - 24 Years,32.7
1998,Male Residents Outside The Labour Force,25 - 29 Years,6.6
1998,Male Residents Outside The Labour Force,30 - 34 Years,2.3
1998,Male Residents Outside The Labour Force,35 - 39 Years,1.9
1998,Male Residents Outside The Labour Force,40 - 44 Years,2.7
1998,Male Residents Outside The Labour Force,45 - 49 Years,3.6
1998,Male Residents Outside The Labour Force,50 - 54 Years,7.1
1998,Male Residents Outside The Labour Force,55 - 59 Years,15.3
1998,Male Residents Outside The Labour Force,60 - 64 Years,25.1
1998,Male Residents Outside The Labour Force,65 Years & Over,80.7
1999,Male Residents In The Labour Force,15 - 19 Years,19.3
1999,Male Residents In The Labour Force,20 - 24 Years,71.9
1999,Male Residents In The Labour Force,25 - 29 Years,114.7
1999,Male Residents In The Labour Force,30 - 34 Years,141.9
1999,Male Residents In The Labour Force,35 - 39 Years,154.9
1999,Male Residents In The Labour Force,40 - 44 Years,146.2
1999,Male Residents In The Labour Force,45 - 49 Years,121.8
1999,Male Residents In The Labour Force,50 - 54 Years,85.9
1999,Male Residents In The Labour Force,55 - 59 Years,49.7
1999,Male Residents In The Labour Force,60 - 64 Years,28.1
1999,Male Residents In The Labour Force,65 Years & Over,22.1
1999,Male Employed Residents,15 - 19 Years,18.6
1999,Male Employed Residents,20 - 24 Years,66.8
1999,Male Employed Residents,25 - 29 Years,109
1999,Male Employed Residents,30 - 34 Years,136.7
1999,Male Employed Residents,35 - 39 Years,149
1999,Male Employed Residents,40 - 44 Years,139.6
1999,Male Employed Residents,45 - 49 Years,115.2
1999,Male Employed Residents,50 - 54 Years,81.6
1999,Male Employed Residents,55 - 59 Years,47.6
1999,Male Employed Residents,60 - 64 Years,26.9
1999,Male Employed Residents,65 Years & Over,21.1
1999,Male Unemployed Residents,15 - 19 Years,0.7
1999,Male Unemployed Residents,20 - 24 Years,5.1
1999,Male Unemployed Residents,25 - 29 Years,5.8
1999,Male Unemployed Residents,30 - 34 Years,5.1
1999,Male Unemployed Residents,35 - 39 Years,5.8
1999,Male Unemployed Residents,40 - 44 Years,6.6
1999,Male Unemployed Residents,45 - 49 Years,6.6
1999,Male Unemployed Residents,50 - 54 Years,4.3
1999,Male Unemployed Residents,55 - 59 Years,2.2
1999,Male Unemployed Residents,60 - 64 Years,1.2
1999,Male Unemployed Residents,65 Years & Over,1
1999,Male Residents Outside The Labour Force,15 - 19 Years,92.4
1999,Male Residents Outside The Labour Force,20 - 24 Years,30.4
1999,Male Residents Outside The Labour Force,25 - 29 Years,7.2
1999,Male Residents Outside The Labour Force,30 - 34 Years,2.8
1999,Male Residents Outside The Labour Force,35 - 39 Years,2.9
1999,Male Residents Outside The Labour Force,40 - 44 Years,3.6
1999,Male Residents Outside The Labour Force,45 - 49 Years,3.9
1999,Male Residents Outside The Labour Force,50 - 54 Years,7.3
1999,Male Residents Outside The Labour Force,55 - 59 Years,15.3
1999,Male Residents Outside The Labour Force,60 - 64 Years,26.1
1999,Male Residents Outside The Labour Force,65 Years & Over,80.8
2000,Male Residents In The Labour Force,15 - 19 Years,15.9
2000,Male Residents In The Labour Force,20 - 24 Years,66.2
2000,Male Residents In The Labour Force,25 - 29 Years,116
2000,Male Residents In The Labour Force,30 - 34 Years,133.1
2000,Male Residents In The Labour Force,35 - 39 Years,152.9
2000,Male Residents In The Labour Force,40 - 44 Years,148.7
2000,Male Residents In The Labour Force,45 - 49 Years,123.7
2000,Male Residents In The Labour Force,50 - 54 Years,93.2
2000,Male Residents In The Labour Force,55 - 59 Years,45.9
2000,Male Residents In The Labour Force,60 - 64 Years,26.9
2000,Male Residents In The Labour Force,65 Years & Over,19.4
2000,Male Employed Residents,15 - 19 Years,15.3
2000,Male Employed Residents,20 - 24 Years,61.5
2000,Male Employed Residents,25 - 29 Years,108.8
2000,Male Employed Residents,30 - 34 Years,126.7
2000,Male Employed Residents,35 - 39 Years,145.7
2000,Male Employed Residents,40 - 44 Years,140.5
2000,Male Employed Residents,45 - 49 Years,116.5
2000,Male Employed Residents,50 - 54 Years,87.1
2000,Male Employed Residents,55 - 59 Years,43.2
2000,Male Employed Residents,60 - 64 Years,25.6
2000,Male Employed Residents,65 Years & Over,18.8
2000,Male Unemployed Residents,15 - 19 Years,0.6
2000,Male Unemployed Residents,20 - 24 Years,4.7
2000,Male Unemployed Residents,25 - 29 Years,7.2
2000,Male Unemployed Residents,30 - 34 Years,6.4
2000,Male Unemployed Residents,35 - 39 Years,7.2
2000,Male Unemployed Residents,40 - 44 Years,8.2
2000,Male Unemployed Residents,45 - 49 Years,7.3
2000,Male Unemployed Residents,50 - 54 Years,6.1
2000,Male Unemployed Residents,55 - 59 Years,2.8
2000,Male Unemployed Residents,60 - 64 Years,1.3
2000,Male Unemployed Residents,65 Years & Over,0.5
2000,Male Residents Outside The Labour Force,15 - 19 Years,94.4
2000,Male Residents Outside The Labour Force,20 - 24 Years,35.6
2000,Male Residents Outside The Labour Force,25 - 29 Years,7
2000,Male Residents Outside The Labour Force,30 - 34 Years,3.4
2000,Male Residents Outside The Labour Force,35 - 39 Years,3.6
2000,Male Residents Outside The Labour Force,40 - 44 Years,4.3
2000,Male Residents Outside The Labour Force,45 - 49 Years,5
2000,Male Residents Outside The Labour Force,50 - 54 Years,9.3
2000,Male Residents Outside The Labour Force,55 - 59 Years,16
2000,Male Residents Outside The Labour Force,60 - 64 Years,26.5
2000,Male Residents Outside The Labour Force,65 Years & Over,82.8
2001,Male Residents In The Labour Force,15 - 19 Years,19.6
2001,Male Residents In The Labour Force,20 - 24 Years,73.3
2001,Male Residents In The Labour Force,25 - 29 Years,110.1
2001,Male Residents In The Labour Force,30 - 34 Years,130.2
2001,Male Residents In The Labour Force,35 - 39 Years,155.3
2001,Male Residents In The Labour Force,40 - 44 Years,153.7
2001,Male Residents In The Labour Force,45 - 49 Years,131
2001,Male Residents In The Labour Force,50 - 54 Years,103.6
2001,Male Residents In The Labour Force,55 - 59 Years,43.9
2001,Male Residents In The Labour Force,60 - 64 Years,31.6
2001,Male Residents In The Labour Force,65 Years & Over,21.7
2001,Male Employed Residents,15 - 19 Years,18.9
2001,Male Employed Residents,20 - 24 Years,69.3
2001,Male Employed Residents,25 - 29 Years,104.8
2001,Male Employed Residents,30 - 34 Years,126.4
2001,Male Employed Residents,35 - 39 Years,150.5
2001,Male Employed Residents,40 - 44 Years,148.6
2001,Male Employed Residents,45 - 49 Years,125.6
2001,Male Employed Residents,50 - 54 Years,99.9
2001,Male Employed Residents,55 - 59 Years,42.1
