year,level_1,level_2,level_3,value
1990,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1990,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1990,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,na
1991,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,13.2
1991,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,7.1
1991,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
1991,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
1991,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.4
1991,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1991,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.4
1991,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.7
1991,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.3
1991,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.1
1991,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3
1991,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
1991,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.3
1991,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.5
1991,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.8
1991,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
1991,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.5
1991,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
1991,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1991,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.5
1991,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
1991,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
1991,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1991,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1992,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,16
1992,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,7.6
1992,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
1992,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
1992,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.7
1992,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1992,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.5
1992,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
1992,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.7
1992,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1
1992,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.8
1992,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.7
1992,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.9
1992,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
1992,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.3
1992,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.2
1992,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.4
1992,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
1992,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1992,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
1992,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.3
1992,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1992,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
1992,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
1993,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,18.3
1993,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,7.6
1993,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
1993,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
1993,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.9
1993,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
1993,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.8
1993,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.5
1993,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.4
1993,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
1993,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.5
1993,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
1993,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3
1993,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.6
1993,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.5
1993,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.3
1993,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.7
1993,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
1993,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1993,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
1993,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1993,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
1993,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1993,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1994,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,20.6
1994,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,8.1
1994,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
1994,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
1994,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.9
1994,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1994,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.8
1994,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
1994,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.3
1994,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.1
1994,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.2
1994,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.7
1994,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.8
1994,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.7
1994,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2
1994,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.1
1994,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1
1994,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
1994,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.5
1994,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
1994,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
1994,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
1994,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
1994,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1995,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
1995,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,na
1995,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,na
1996,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,28.5
1996,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,9.2
1996,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
1996,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
1996,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.1
1996,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1996,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.2
1996,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
1996,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.4
1996,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
1996,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.5
1996,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.8
1996,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.5
1996,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.8
1996,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.9
1996,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.5
1996,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.8
1996,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
1996,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.7
1996,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
1996,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
1996,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
1996,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1996,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
1997,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,32.4
1997,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,11
1997,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
1997,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
1997,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.5
1997,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1997,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.8
1997,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
1997,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,7.2
1997,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.6
1997,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.7
1997,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
1997,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.5
1997,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
1997,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.5
1997,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
1997,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.2
1997,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.3
1997,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.6
1997,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
1997,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
1997,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
1997,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1997,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.7
1998,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,31.3
1998,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,9.2
1998,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
1998,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
1998,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.9
1998,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
1998,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.1
1998,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
1998,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,7.2
1998,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.2
1998,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,7.4
1998,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.1
1998,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.9
1998,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.8
1998,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.2
1998,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.1
1998,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.7
1998,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
1998,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.6
1998,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
1998,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1998,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1998,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1998,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1999,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,31.2
1999,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,10.5
1999,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
1999,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
1999,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.2
1999,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
1999,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.4
1999,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.7
1999,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.2
1999,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
1999,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.6
1999,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.8
1999,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.1
1999,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2
1999,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.1
1999,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.2
1999,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.7
1999,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1
1999,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.6
1999,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.5
1999,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1999,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
1999,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
1999,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
2000,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2000,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2000,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,na
